name,longitude,latitude,key,family,genus,species,stateProvince,year,month,day,eventDate,countryCode,county
"Junonia coenia Hübner, 1822",-90.443412,38.640684,1039086108,Nymphalidae,Junonia,Junonia coenia,Missouri,1960,9,2,1960-09-02,US,Saint Louis County
"Junonia coenia Hübner, 1822",-96.98278,28.795086,1039149385,Nymphalidae,Junonia,Junonia coenia,Texas,1959,3,20,1959-03-20,US,Victoria County
"Junonia coenia Hübner, 1822",-99.14011963416793,23.73042676587347,1039139614,Nymphalidae,Junonia,Junonia coenia,Tamaulipas State,1959,8,1,1959-08-01,MX,NA
"Junonia coenia Hübner, 1822",-83.944809,35.982983,1039031548,Nymphalidae,Junonia,Junonia coenia,Tennessee,1959,11,29,1959-11-29,US,Knox County
"Junonia coenia Hübner, 1822",-83.944809,35.982983,1039170802,Nymphalidae,Junonia,Junonia coenia,Tennessee,1959,11,29,1959-11-29,US,Knox County
"Junonia coenia Hübner, 1822",-83.944809,35.982983,1039160355,Nymphalidae,Junonia,Junonia coenia,Tennessee,1959,11,29,1959-11-29,US,Knox County
"Junonia coenia Hübner, 1822",-81.33778,27.18833,1039167266,Nymphalidae,Junonia,Junonia coenia,Florida,1958,1,12,1958-01-12,US,Lee County
"Junonia coenia Hübner, 1822",-90.317902,32.341999,1039142718,Nymphalidae,Junonia,Junonia coenia,Mississippi,1958,11,23,1958-11-23,US,Hinds County
"Junonia coenia Hübner, 1822",-90.42572,32.262386,1039176996,Nymphalidae,Junonia,Junonia coenia,Mississippi,1957,2,17,1957-02-17,US,Hinds County
"Junonia coenia Hübner, 1822",-90.317902,32.341999,1039044931,Nymphalidae,Junonia,Junonia coenia,Mississippi,1957,4,28,1957-04-28,US,Hinds County
"Junonia coenia Hübner, 1822",-72.9317,41.407,1039068894,Nymphalidae,Junonia,Junonia coenia,Connecticut,1957,6,NA,1957-06-01,US,New Haven County
"Junonia coenia Hübner, 1822",-90.317902,32.341999,1039078488,Nymphalidae,Junonia,Junonia coenia,Mississippi,1957,6,1,1957-06-01,US,Hinds County
"Junonia coenia Hübner, 1822",-72.9317,41.407,1039200881,Nymphalidae,Junonia,Junonia coenia,Connecticut,1957,6,NA,1957-06-01,US,New Haven County
"Junonia coenia Hübner, 1822",-72.9317,41.407,1039083790,Nymphalidae,Junonia,Junonia coenia,Connecticut,1957,6,NA,1957-06-01,US,New Haven County
"Junonia coenia Hübner, 1822",-72.9317,41.407,1039156151,Nymphalidae,Junonia,Junonia coenia,Connecticut,1957,6,NA,1957-06-01,US,New Haven County
"Junonia coenia Hübner, 1822",-74.327,40.739,1845036605,Nymphalidae,Junonia,Junonia coenia,New Jersey,1956,4,28,1956-04-28,US,Essex County
"Junonia coenia Hübner, 1822",-74.327,40.739,1039033889,Nymphalidae,Junonia,Junonia coenia,New Jersey,1956,4,28,1956-04-28,US,Essex County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039042533,Nymphalidae,Junonia,Junonia coenia,Maryland,1956,6,12,1956-06-12,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039085323,Nymphalidae,Junonia,Junonia coenia,Maryland,1956,7,21,1956-07-21,US,Prince Georges County
"Junonia coenia Hübner, 1822",-120.667046,35.486084,1039099027,Nymphalidae,Junonia,Junonia coenia,California,1956,8,12,1956-08-12,US,San Luis Obispo County
"Junonia coenia Hübner, 1822",-118.454933,34.058064,1039113500,Nymphalidae,Junonia,Junonia coenia,California,1956,8,17,1956-08-17,US,Los Angeles County
"Junonia coenia Hübner, 1822",-88.017114,41.874406,1677354659,Nymphalidae,Junonia,Junonia coenia,Illinois,1956,9,9,1956-09-09,US,DuPage County
"Junonia coenia Hübner, 1822",-94.578598,39.099701,1039072947,Nymphalidae,Junonia,Junonia coenia,Missouri,1956,9,16,1956-09-16,US,Jackson County
"Junonia coenia Hübner, 1822",-97.448633,25.993808,1039177967,Nymphalidae,Junonia,Junonia coenia,Texas,1956,10,21,1956-10-21,US,Cameron County
"Junonia coenia Hübner, 1822",-81.65432,30.32444,1039117201,Nymphalidae,Junonia,Junonia coenia,Florida,1956,11,20,1956-11-20,US,Duval County
"Junonia coenia Hübner, 1822",-81.65432,30.32444,1039069063,Nymphalidae,Junonia,Junonia coenia,Florida,1956,11,20,1956-11-20,US,Duval County
"Junonia coenia Hübner, 1822",-81.65432,30.32444,1039133780,Nymphalidae,Junonia,Junonia coenia,Florida,1956,11,20,1956-11-20,US,Duval County
"Junonia coenia Hübner, 1822",-81.65432,30.32444,1099836134,Nymphalidae,Junonia,Junonia coenia,Florida,1956,11,20,1956-11-20,US,Duval County
"Junonia coenia Hübner, 1822",-90.317902,32.341999,1039188872,Nymphalidae,Junonia,Junonia coenia,Mississippi,1956,12,16,1956-12-16,US,Hinds County
"Junonia coenia Hübner, 1822",-81.33778,27.18833,1039048117,Nymphalidae,Junonia,Junonia coenia,Florida,1955,1,22,1955-01-22,US,Lee County
"Junonia coenia Hübner, 1822",-80.6799,25.3997,1039125190,Nymphalidae,Junonia,Junonia coenia,Florida,1955,1,20,1955-01-20,US,NA
"Junonia coenia Hübner, 1822",-80.66722,25.49194,1099835648,Nymphalidae,Junonia,Junonia coenia,Florida,1955,1,18,1955-01-18,US,Miami-Dade County
"Junonia coenia Hübner, 1822",-80.66722,25.49194,1039152389,Nymphalidae,Junonia,Junonia coenia,Florida,1955,1,18,1955-01-18,US,Miami-Dade County
"Junonia coenia Hübner, 1822",-72.86,41.39083,1039196968,Nymphalidae,Junonia,Junonia coenia,Connecticut,1955,6,5,1955-06-05,US,New Haven County
"Junonia coenia Hübner, 1822",-118.519478,34.095672,1039099393,Nymphalidae,Junonia,Junonia coenia,California,1955,6,22,1955-06-22,US,Los Angeles County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039042994,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,7,9,1955-07-09,US,Prince Georges County
"Junonia coenia Hübner, 1822",-73.327152,41.646879,727594550,Nymphalidae,Junonia,Junonia coenia,Connecticut,1955,8,27,1955-08-27,US,Litchfield
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039183453,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,23,1955-08-23,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039189937,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,14,1955-08-14,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039103545,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,21,1955-08-21,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039192451,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,15,1955-08-15,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1845035826,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,14,1955-08-14,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1845036775,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,23,1955-08-23,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039196829,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,23,1955-08-23,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1845035439,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,14,1955-08-14,US,Prince Georges County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039175452,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,8,28,1955-08-28,US,Prince Georges County
"Junonia coenia Hübner, 1822",-71.98749,41.830044,1039130127,Nymphalidae,Junonia,Junonia coenia,Connecticut,1955,9,21,1955-09-21,US,Windham County
"Junonia coenia Hübner, 1822",-71.98749,41.830044,1039078064,Nymphalidae,Junonia,Junonia coenia,Connecticut,1955,9,21,1955-09-21,US,Windham County
"Junonia coenia Hübner, 1822",-72.86,41.39083,1039082069,Nymphalidae,Junonia,Junonia coenia,Connecticut,1955,9,14,1955-09-14,US,New Haven County
"Junonia coenia Hübner, 1822",-72.86,41.39083,1039131197,Nymphalidae,Junonia,Junonia coenia,Connecticut,1955,9,27,1955-09-27,US,New Haven County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039060650,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,9,25,1955-09-25,US,Prince Georges County
"Junonia coenia Hübner, 1822",-72.86,41.39083,1039198544,Nymphalidae,Junonia,Junonia coenia,Connecticut,1955,9,18,1955-09-18,US,New Haven County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039108905,Nymphalidae,Junonia,Junonia coenia,Maryland,1955,10,1,1955-10-01,US,Prince Georges County
"Junonia coenia Hübner, 1822",-82.106,26.451,1039071531,Nymphalidae,Junonia,Junonia coenia,Florida,1955,12,NA,1955-12-01,US,Lee County
"Junonia coenia Hübner, 1822",-71.3394113701378,42.45994356898738,1039094378,Nymphalidae,Junonia,Junonia coenia,Massachusetts,1955,NA,NA,1955-01-01,US,Middlesex County
"Junonia coenia Hübner, 1822",-84.821,40.199,1039113515,Nymphalidae,Junonia,Junonia coenia,Indiana,1955,NA,NA,1955-01-01,US,Randolph County
"Junonia coenia Hübner, 1822",-81.33778,27.18833,1039089025,Nymphalidae,Junonia,Junonia coenia,Florida,1954,3,30,1954-03-30,US,Lee County
"Junonia coenia Hübner, 1822",-121.93579,37.94103,1039083920,Nymphalidae,Junonia,Junonia coenia,California,1954,5,10,1954-05-10,US,Contra Costa County
"Junonia coenia Hübner, 1822",-73.04946412733709,41.219962538518196,1039087760,Nymphalidae,Junonia,Junonia coenia,Connecticut,1954,7,21,1954-07-21,US,New Haven County
"Junonia coenia Hübner, 1822",-117.612099,33.426998,1039159585,Nymphalidae,Junonia,Junonia coenia,California,1954,10,30,1954-10-30,US,Orange County
"Junonia coenia Hübner, 1822",-117.64089,33.89029,1039097832,Nymphalidae,Junonia,Junonia coenia,California,1954,10,16,1954-10-16,US,Riverside County
"Junonia coenia Hübner, 1822",-90.03289,35.132793,1039157488,Nymphalidae,Junonia,Junonia coenia,Tennessee,1954,10,24,1954-10-24,US,Shelby County
"Junonia coenia Hübner, 1822",-76.98914,38.95928,1039043616,Nymphalidae,Junonia,Junonia coenia,Maryland,1954,10,3,1954-10-03,US,Prince Georges County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039155930,Nymphalidae,Junonia,Junonia coenia,Kansas,1953,5,30,1953-05-30,US,Sumner County
"Junonia coenia Hübner, 1822",-100.30015575308528,25.670343799981296,1039076507,Nymphalidae,Junonia,Junonia coenia,Nuevo Leon,1953,9,19,1953-09-19,MX,NA
"Junonia coenia Hübner, 1822",-99.14011963416793,23.73042676587347,1039053610,Nymphalidae,Junonia,Junonia coenia,Tamaulipas State,1953,12,17,1953-12-17,MX,NA
"Junonia coenia Hübner, 1822",-90.317902,32.341999,1039186896,Nymphalidae,Junonia,Junonia coenia,Mississippi,1952,4,26,1952-04-26,US,Hinds County
"Junonia coenia Hübner, 1822",-82.73632,35.229355,1039106175,Nymphalidae,Junonia,Junonia coenia,North Carolina,1952,6,29,1952-06-29,US,Transylvania County
"Junonia coenia Hübner, 1822",-74.08694,39.84389,1039093904,Nymphalidae,Junonia,Junonia coenia,New Jersey,1952,9,5,1952-09-05,US,Ocean County
"Junonia coenia Hübner, 1822",-74.08694,39.84389,1039189748,Nymphalidae,Junonia,Junonia coenia,New Jersey,1952,9,5,1952-09-05,US,Ocean County
"Junonia coenia Hübner, 1822",-74.08694,39.84389,1039147905,Nymphalidae,Junonia,Junonia coenia,New Jersey,1952,9,5,1952-09-05,US,Ocean County
"Junonia coenia Hübner, 1822",-74.08694,39.84389,1039070756,Nymphalidae,Junonia,Junonia coenia,New Jersey,1952,9,5,1952-09-05,US,Ocean County
"Junonia coenia Hübner, 1822",-90.317902,32.341999,1039159528,Nymphalidae,Junonia,Junonia coenia,Mississippi,1952,10,5,1952-10-05,US,Hinds County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1039066496,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,5,1951-05-05,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1099836025,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,NA,1951-05-01,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1099835745,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,22,1951-05-22,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1039043552,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,19,1951-05-19,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1039030843,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,22,1951-05-22,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1039154955,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,9,1951-05-09,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1099836053,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,19,1951-05-19,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1099836019,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,5,1951-05-05,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1099835969,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,22,1951-05-22,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1099835489,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,22,1951-05-22,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1039076327,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,5,NA,1951-05-01,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1099835779,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,6,2,1951-06-02,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1039031168,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,6,17,1951-06-17,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1039026411,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,6,2,1951-06-02,US,Richmond County
"Junonia coenia Hübner, 1822",-82.2475,33.3471,1099836096,Nymphalidae,Junonia,Junonia coenia,Georgia,1951,6,2,1951-06-02,US,Richmond County
"Junonia coenia Hübner, 1822",-88.88533,30.395998,1039130196,Nymphalidae,Junonia,Junonia coenia,Mississippi,1951,9,23,1951-09-23,US,Harrison County
"Junonia coenia Hübner, 1822",-90.317902,32.341999,1039201337,Nymphalidae,Junonia,Junonia coenia,Mississippi,1951,10,20,1951-10-20,US,Hinds County
"Junonia coenia Hübner, 1822",-90.317902,32.341999,1039204217,Nymphalidae,Junonia,Junonia coenia,Mississippi,1950,1,22,1950-01-22,US,Hinds County
"Junonia coenia Hübner, 1822",-90.43704,32.44875,1039155756,Nymphalidae,Junonia,Junonia coenia,Mississippi,1950,9,2,1950-09-02,US,Hinds County
"Junonia coenia Hübner, 1822",-74.20949825054237,40.65997228210557,1039036217,Nymphalidae,Junonia,Junonia coenia,New Jersey,1949,9,9,1949-09-09,US,Union County
"Junonia coenia Hübner, 1822",-90.184303,38.890648,1039081492,Nymphalidae,Junonia,Junonia coenia,Illinois,1948,8,2,1948-08-02,US,Madison County
"Junonia coenia Hübner, 1822",-80.48172,25.467764,1039173532,Nymphalidae,Junonia,Junonia coenia,Florida,1948,8,12,1948-08-12,US,Miami-Dade County
"Junonia coenia Hübner, 1822",-74.3117,40.0144,1039064258,Nymphalidae,Junonia,Junonia coenia,New Jersey,1948,9,12,1948-09-12,US,Ocean County
"Junonia coenia Hübner, 1822",-74.45349,40.73927,1039185194,Nymphalidae,Junonia,Junonia coenia,New Jersey,1947,7,12,1947-07-12,US,Morris County
"Junonia coenia Hübner, 1822",-74.3117,40.0144,1039140522,Nymphalidae,Junonia,Junonia coenia,New Jersey,1947,8,7,1947-08-07,US,Ocean County
"Junonia coenia Hübner, 1822",-73.63374,40.86232,1039177608,Nymphalidae,Junonia,Junonia coenia,New York,1946,9,14,1946-09-14,US,Nassau County
"Junonia coenia Hübner, 1822",-95.26008875629016,38.60998432393986,1039108861,Nymphalidae,Junonia,Junonia coenia,Kansas,1946,10,25,1946-10-25,US,Franklin County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039102355,Nymphalidae,Junonia,Junonia coenia,Kansas,1945,5,22,1945-05-22,US,Sumner County
"Junonia coenia Hübner, 1822",-95.26008875629016,38.60998432393986,1039147241,Nymphalidae,Junonia,Junonia coenia,Kansas,1945,6,9,1945-06-09,US,Franklin County
"Junonia coenia Hübner, 1822",-70.60939505091555,41.409955073655524,1039091306,Nymphalidae,Junonia,Junonia coenia,Massachusetts,1945,8,21,1945-08-21,US,Dukes County
"Junonia coenia Hübner, 1822",-74.45349,40.73927,1039141972,Nymphalidae,Junonia,Junonia coenia,New Jersey,1945,9,1,1945-09-01,US,Morris County
"Junonia coenia Hübner, 1822",-71.081953,41.581101,1039189856,Nymphalidae,Junonia,Junonia coenia,Massachusetts,1945,9,29,1945-09-29,US,Bristol County
"Junonia coenia Hübner, 1822",-71.081953,41.581101,1039076473,Nymphalidae,Junonia,Junonia coenia,Massachusetts,1945,9,8,1945-09-08,US,Bristol County
"Junonia coenia Hübner, 1822",-72.8972,41.3958,1039124957,Nymphalidae,Junonia,Junonia coenia,Connecticut,1945,9,27,1945-09-27,US,New Haven County
"Junonia coenia Hübner, 1822",-71.081953,41.581101,1039036958,Nymphalidae,Junonia,Junonia coenia,Massachusetts,1945,9,29,1945-09-29,US,Bristol County
"Junonia coenia Hübner, 1822",-71.081953,41.581101,1039086364,Nymphalidae,Junonia,Junonia coenia,Massachusetts,1945,10,4,1945-10-04,US,Bristol County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039030908,Nymphalidae,Junonia,Junonia coenia,Kansas,1944,6,9,1944-06-09,US,Sumner County
Junonia coenia coenia,-84.987709,32.460976,1436114733,Nymphalidae,Junonia,Junonia coenia,Georgia,1944,8,29,1944-08-29,US,Muscogee
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039187729,Nymphalidae,Junonia,Junonia coenia,Kansas,1944,10,8,1944-10-08,US,Sumner County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039172818,Nymphalidae,Junonia,Junonia coenia,Kansas,1944,10,29,1944-10-29,US,Sumner County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039082907,Nymphalidae,Junonia,Junonia coenia,Kansas,1944,10,22,1944-10-22,US,Sumner County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039039763,Nymphalidae,Junonia,Junonia coenia,Kansas,1944,11,23,1944-11-23,US,Sumner County
"Junonia coenia Hübner, 1822",-117.721252,34.111805,1039028435,Nymphalidae,Junonia,Junonia coenia,California,1943,8,15,1943-08-15,US,Los Angeles County
"Junonia coenia Hübner, 1822",-118.454933,34.058064,1039204050,Nymphalidae,Junonia,Junonia coenia,California,1943,8,16,1943-08-16,US,Los Angeles County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039080094,Nymphalidae,Junonia,Junonia coenia,Kansas,1942,5,24,1942-05-24,US,Sumner County
"Junonia coenia Hübner, 1822",-72.9317,41.407,1039202473,Nymphalidae,Junonia,Junonia coenia,Connecticut,1942,8,23,1942-08-23,US,New Haven County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039181324,Nymphalidae,Junonia,Junonia coenia,Illinois,1942,10,10,1942-10-10,US,Jersey County
"Junonia coenia Hübner, 1822",-117.11743,32.90462,1677354590,Nymphalidae,Junonia,Junonia coenia,California,1941,6,30,1941-06-30,US,San Diego County
"Junonia coenia Hübner, 1822",-116.48077,32.821081,1677355136,Nymphalidae,Junonia,Junonia coenia,California,1941,7,13,1941-07-13,US,San Diego County
"Junonia coenia Hübner, 1822",-117.11743,32.90462,1677355179,Nymphalidae,Junonia,Junonia coenia,California,1941,7,5,1941-07-05,US,San Diego County
"Junonia coenia Hübner, 1822",-116.836134,33.363368,1677355036,Nymphalidae,Junonia,Junonia coenia,California,1941,7,4,1941-07-04,US,San Diego County
"Junonia coenia Hübner, 1822",-116.836134,33.363368,1677354632,Nymphalidae,Junonia,Junonia coenia,California,1941,7,4,1941-07-04,US,San Diego County
"Junonia coenia Hübner, 1822",-117.11743,32.90462,1677354676,Nymphalidae,Junonia,Junonia coenia,California,1941,7,9,1941-07-09,US,San Diego County
"Junonia coenia Hübner, 1822",-116.836134,33.363368,1677355247,Nymphalidae,Junonia,Junonia coenia,California,1941,7,4,1941-07-04,US,San Diego County
"Junonia coenia Hübner, 1822",-88.017114,41.874406,1677355118,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,8,23,1941-08-23,US,DuPage County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039038179,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,8,29,1941-08-29,US,Jersey County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039175072,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,10,6,1941-10-06,US,Jersey County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039095271,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,10,12,1941-10-12,US,Jersey County
"Junonia coenia Hübner, 1822",-90.623733,38.544497,1039115677,Nymphalidae,Junonia,Junonia coenia,Missouri,1941,10,12,1941-10-12,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039091735,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,10,23,1941-10-23,US,Jersey County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039145643,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,10,7,1941-10-07,US,Jersey County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039068918,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,10,6,1941-10-06,US,Jersey County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039097933,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,10,5,1941-10-05,US,Jersey County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039042573,Nymphalidae,Junonia,Junonia coenia,Illinois,1941,10,25,1941-10-25,US,Jersey County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039116661,Nymphalidae,Junonia,Junonia coenia,Kansas,1941,11,16,1941-11-16,US,Sumner County
"Junonia coenia Hübner, 1822",-93.58741,36.1398,1039081569,Nymphalidae,Junonia,Junonia coenia,Arkansas,1940,7,4,1940-07-04,US,Newton County
"Junonia coenia Hübner, 1822",-116.719002,33.740002,1039139429,Nymphalidae,Junonia,Junonia coenia,California,1940,7,6,1940-07-06,US,Riverside County
"Junonia coenia Hübner, 1822",-73.6333,41.0333,1039188693,Nymphalidae,Junonia,Junonia coenia,Connecticut,1940,8,8,1940-08-08,US,Fairfield County
"Junonia coenia Hübner, 1822",-73.6333,41.0333,1039077619,Nymphalidae,Junonia,Junonia coenia,Connecticut,1940,8,7,1940-08-07,US,Fairfield County
"Junonia coenia Hübner, 1822",-96.287183,37.825426,1039084016,Nymphalidae,Junonia,Junonia coenia,Kansas,1940,9,6,1940-09-06,US,Greenwood County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039186271,Nymphalidae,Junonia,Junonia coenia,Kansas,1940,9,8,1940-09-08,US,Sumner County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039185330,Nymphalidae,Junonia,Junonia coenia,Kansas,1940,9,29,1940-09-29,US,Sumner County
"Junonia coenia Hübner, 1822",-97.608131,37.033627,1039050261,Nymphalidae,Junonia,Junonia coenia,Kansas,1940,10,3,1940-10-03,US,Sumner County
"Junonia coenia Hübner, 1822",-81.58707,27.93369,1039098622,Nymphalidae,Junonia,Junonia coenia,Florida,1940,12,22,1940-12-22,US,Polk County
"Junonia coenia Hübner, 1822",-92.856,37.734,1039087498,Nymphalidae,Junonia,Junonia coenia,Missouri,1939,10,10,1939-10-10,US,Laclede County
"Junonia coenia Hübner, 1822",-92.856,37.734,1913730248,Nymphalidae,Junonia,Junonia coenia,Missouri,1939,10,10,1939-10-10,US,Laclede County
"Junonia coenia Hübner, 1822",-90.355,38.954,1039179930,Nymphalidae,Junonia,Junonia coenia,Illinois,1939,10,21,1939-10-21,US,Jersey County
"Junonia coenia Hübner, 1822",-71.0856,41.51677,1039038606,Nymphalidae,Junonia,Junonia coenia,Massachusetts,1939,10,7,1939-10-07,US,Bristol County
"Junonia coenia Hübner, 1822",-92.856,37.734,1913730250,Nymphalidae,Junonia,Junonia coenia,Missouri,1939,10,10,1939-10-10,US,Laclede County
"Junonia coenia Hübner, 1822",-83.6093,33.7851,1039105294,Nymphalidae,Junonia,Junonia coenia,Georgia,1939,NA,NA,1939-01-01,US,Walton County
"Junonia coenia Hübner, 1822",-73.6333,41.0333,1039176398,Nymphalidae,Junonia,Junonia coenia,Connecticut,1938,7,30,1938-07-30,US,Fairfield County
"Junonia coenia Hübner, 1822",-88.017114,41.874406,1677355070,Nymphalidae,Junonia,Junonia coenia,Illinois,1938,8,14,1938-08-14,US,DuPage County
"Junonia coenia Hübner, 1822",-97.47655,37.237275,1039080407,Nymphalidae,Junonia,Junonia coenia,Kansas,1938,9,NA,1938-09-01,US,Sumner County
"Junonia coenia Hübner, 1822",-80.04586,26.682444,1099836074,Nymphalidae,Junonia,Junonia coenia,Florida,1937,1,29,1937-01-29,US,Palm Beach County
"Junonia coenia Hübner, 1822",-80.04586,26.682444,1039147127,Nymphalidae,Junonia,Junonia coenia,Florida,1937,1,29,1937-01-29,US,Palm Beach County
"Junonia coenia Hübner, 1822",-74.3117,40.0144,1039160019,Nymphalidae,Junonia,Junonia coenia,New Jersey,1937,7,2,1937-07-02,US,Ocean County
"Junonia coenia Hübner, 1822",-90.51207,38.53478,1039183384,Nymphalidae,Junonia,Junonia coenia,Missouri,1937,10,10,1937-10-10,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.51207,38.53478,1039171830,Nymphalidae,Junonia,Junonia coenia,Missouri,1937,10,10,1937-10-10,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.197914,38.628151,1039063802,Nymphalidae,Junonia,Junonia coenia,Missouri,1937,10,10,1937-10-10,US,Saint Louis County
"Junonia coenia Hübner, 1822",-81.37944,28.53806,1039141531,Nymphalidae,Junonia,Junonia coenia,Florida,1936,2,2,1936-02-02,US,Orange County
"Junonia coenia Hübner, 1822",-88.017114,41.874406,1677355116,Nymphalidae,Junonia,Junonia coenia,Illinois,1935,9,20,1935-09-20,US,DuPage County
"Junonia coenia Hübner, 1822",-90.51207,38.53478,1039026915,Nymphalidae,Junonia,Junonia coenia,Missouri,1934,7,15,1934-07-15,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.197914,38.628151,1039110370,Nymphalidae,Junonia,Junonia coenia,Missouri,1934,10,6,1934-10-06,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.197914,38.628151,1039126204,Nymphalidae,Junonia,Junonia coenia,Missouri,1934,10,8,1934-10-08,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.51207,38.53478,1039118174,Nymphalidae,Junonia,Junonia coenia,Missouri,1933,9,6,1933-09-06,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.51207,38.53478,1039094268,Nymphalidae,Junonia,Junonia coenia,Missouri,1933,10,14,1933-10-14,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.197914,38.628151,1039088016,Nymphalidae,Junonia,Junonia coenia,Missouri,1932,9,11,1932-09-11,US,Saint Louis County
"Junonia coenia Hübner, 1822",-90.51207,38.53478,1039064622,Nymphalidae,Junonia,Junonia coenia,Missouri,1932,10,15,1932-10-15,US,Saint Louis County
